miRNA_ID,mesh_similarity,doid_similarity
hsa-mir-29c,0.0336559741652697,0.03393266902038832
hsa-mir-561,0.0,0.0
hsa-mir-874,0.008333333333333333,0.002898550724637681
hsa-mir-133a,0.006060606060606061,0.0035398230088495575
hsa-mir-26a,0.01038961038961039,0.0055658627087198514
hsa-mir-494,0.032247754145653514,0.052324983924913054
hsa-mir-200,0.0,0.0
hsa-mir-671,0.005355529745773648,0.004098915989159892
hsa-mir-130a,0.034988405500530485,0.036777609833812515
hsa-mir-545,0.007516087516087516,0.006594982078853047
hsa-mir-10,0.0,0.0
hsa-mir-326,0.043915343915343914,0.0364681306347973
hsa-mir-193a,0.028227372116106857,0.03499152358120617
hsa-mir-148a,0.04525636820806463,0.044951038576803104
hsa-mir-3074,0.0,0.0
hsa-mir-224,0.035977499866388755,0.029812367656674624
hsa-mir-146b,0.015425582986899214,0.016289266289266288
hsa-mir-216a,0.024337519859907918,0.015950974535961594
hsa-mir-129,0.006216006216006217,0.004995004995004995
hsa-mir-32,0.022504110856118326,0.019043175314171955
hsa-mir-503,0.03240619238782129,0.025707037625258843
hsa-mir-197,0.02042457142978364,0.018083086504139135
hsa-let-7g,0.023951612903225804,0.01970899470899471
hsa-mir-424,0.025815072322962443,0.03860867446393762
hsa-mir-106a,0.03625708866832905,0.04029073140796385
hsa-mir-431,0.017006802721088437,0.00952842377260982
hsa-mir-103a,0.0032467532467532465,0.0012285012285012285
hsa-mir-151a,0.0027210884353741495,0.0
hsa-mir-186,0.017680311890838206,0.010971479500891267
hsa-mir-138-2,0.0,0.0
hsa-mir-363,0.035835177282545705,0.030765317021625598
hsa-mir-183,0.019029953912123875,0.02042644048458002
hsa-mir-181,0.0,0.0
hsa-mir-455,0.022859398926580135,0.023949018377411577
hsa-mir-495,0.023539042016721783,0.03949409469316983
hsa-mir-451,0.01533406352683461,0.004662004662004662
hsa-mir-381,0.007423101067168865,0.006358488814629165
hsa-mir-766,0.02277777777777778,0.012777777777777777
hsa-mir-34b,0.04180965214848686,0.04648940259044966
hsa-mir-4b,0.0,0.0
hsa-mir-502,0.006743295019157088,0.0024691358024691358
hsa-mir-539,0.02688052688052688,0.019082125603864734
hsa-mir-653,0.0027777777777777775,0.0
hsa-mir-146,0.0,0.0
hsa-mir-31,0.04999758013375308,0.044857464817142235
hsa-mir-543,0.035400256968884415,0.04483737939620293
hsa-mir-515,0.0,0.0
hsa-mir-202,0.028907753254102997,0.02248391527506687
hsa-mir-374a,0.023267112575288677,0.018054891967935447
hsa-mir-382,0.04739495798319328,0.07314158129760967
hsa-mir-490,0.0031065370688012194,0.0
hsa-mir-127,0.02216389036564475,0.03509655853405854
hsa-mir-378,0.011363636363636364,0.004010695187165776
hsa-mir-15,0.0,0.0
hsa-mir-675,0.027108468557743917,0.02074915824915825
hsa-mir-98,0.021723364044412944,0.015590446704997787
hsa-mir-690,0.0,0.0
hsa-mir-365,0.019027484143763214,0.014354066985645932
hsa-mir-184,0.0110625974737193,0.010844550312563017
hsa-mir-1260,0.0,0.0
hsa-mir-410,0.011862971684400255,0.013290598290598291
hsa-mir-145a,0.0,0.0
hsa-mir-154,0.01424858442402302,0.011074800290486566
hsa-mir-505,0.030644257703081233,0.021805555555555557
hsa-let-7i,0.02552710542906621,0.019667412538583
hsa-mir-483,0.010204950434835491,0.009145294743708586
hsa-mir-369,0.0018518518518518517,0.00196078431372549
hsa-mir-103,0.006993006993006993,0.005454545454545454
hsa-mir-451a,0.022943297279580464,0.02354106131103657
hsa-mir-153,0.013568470762578727,0.010476190476190476
hsa-mir-432,0.014147321164865025,0.030389548020794063
hsa-mir-492,0.0,0.003508771929824561
hsa-mir-23a,0.021210331758614247,0.02166689324347944
hsa-mir-34c,0.05082433064272271,0.06015693331785285
hsa-mir-16-1,0.016487979207277452,0.012254044417787107
hsa-mir-125b-2,0.0,0.0
hsa-mir-29b-1,0.01752185122303968,0.012475633528265105
hsa-mir-376c,0.022768807395244176,0.03975455614344503
hsa-mir-152,0.04912235015861347,0.05775578876908449
hsa-mir-1202,0.0032679738562091504,0.0
hsa-mir-1228,0.015082240625718887,0.011742318759862619
hsa-mir-769,0.016491841491841495,0.008333333333333333
hsa-mir-133,0.0,0.0
hsa-mir-125b-1,0.01358065953654189,0.010927960927960927
hsa-mir-1225,0.019682539682539683,0.014814814814814814
hsa-mir-1303,0.005128205128205128,0.0
hsa-mir-499a,0.003430531732418525,0.0
hsa-mir-552,0.012396694214876032,0.0033333333333333335
hsa-mir-496,0.0024154589371980675,0.0022222222222222222
hsa-mir-187,0.012087912087912088,0.012031024531024531
hsa-mir-499,0.0,0.0
hsa-mir-1271,0.022435804788745965,0.013174603174603174
hsa-mir-619,0.0047619047619047615,0.0
hsa-mir-590,0.00321285140562249,0.0040120663650075414
hsa-mir-1292,0.0,0.0
hsa-mir-521,0.0,0.0
hsa-mir-638,0.021407538938026743,0.03211692084241104
hsa-mir-1266,0.012121212121212121,0.006666666666666667
hsa-mir-491,0.008130081300813007,0.003508771929824561
hsa-mir-133b,0.04257918552036199,0.03439526089142458
hsa-mir-589,0.009570341092080221,0.008788174139051332
hsa-mir-211,0.02477016447604683,0.015409212178279973
hsa-mir-299,0.0037037037037037034,0.00392156862745098
hsa-mir-2115,0.0,0.0
hsa-mir-4769,0.0,0.0
hsa-mir-6768,0.0,0.0
hsa-mir-4639,0.0,0.0
hsa-mir-520c,0.003472222222222222,0.0032679738562091504
hsa-mir-558,0.0044444444444444444,0.0
hsa-mir-449,0.0,0.0
hsa-mir-613,0.030172068827531016,0.015880503144654088
hsa-mir-1297,0.011904761904761906,0.005128205128205128
hsa-mir-650,0.016097030209933434,0.01025132275132275
hsa-mir-1972,0.0,0.0
hsa-mir-498,0.01754070881226054,0.016431677890011223
hsa-mir-629,0.014631802264652506,0.02074074074074074
hsa-mir-208,0.0,0.0
hsa-mir-181d,0.02485958485958486,0.014866712235133287
hsa-mir-744,0.01288244766505636,0.01204906204906205
hsa-mir-466,0.024242424242424242,0.012121212121212121
hsa-mir-592,0.020896816548990463,0.014619883040935672
hsa-mir-9a,0.0,0.0
hsa-mir-26a-1,0.0,0.00392156862745098
hsa-mir-208b,0.0037878787878787876,0.00505050505050505
hsa-mir-6718,0.0,0.0
hsa-mir-1184,0.006493506493506493,0.0
hsa-mir-1283,0.007575757575757575,0.0
hsa-mir-663b,0.022222222222222223,0.027777777777777776
hsa-mir-573,0.007575757575757575,0.007575757575757575
hsa-mir-124-1,0.0,0.007619047619047619
hsa-mir-7641,0.0,0.0
hsa-mir-378c,0.0,0.0
hsa-mir-6126,0.0,0.0
hsa-mir-577,0.01515151515151515,0.0049382716049382715
hsa-mir-1248,0.0,0.0
hsa-mir-637,0.006593714927048261,0.0019157088122605363
hsa-mir-599,0.009569377990430622,0.0
hsa-mir-514a,0.0,0.0
hsa-mir-130,0.0,0.0
hsa-mir-612,0.004597701149425287,0.002150537634408602
hsa-mir-99,0.0,0.0
hsa-mir-172,0.0,0.0
hsa-mir-124a-1,0.0,0.0
hsa-mir-482,0.0,0.0
hsa-mir-172a,0.0,0.0
hsa-mir-99a,0.03597469701651389,0.028418219207692892
hsa-mir-171a,0.0,0.0
hsa-mir-403a,0.0,0.0
hsa-mir-473,0.0,0.0
hsa-mir-482d,0.0,0.0
hsa-mir-167,0.0,0.0
hsa-mir-7122a,0.0,0.0
hsa-mir-6153,0.0,0.0
hsa-mir-624,0.0,0.0
hsa-mir-579,0.003952569169960474,0.0
hsa-mir-876,0.03572442173974741,0.02025462962962963
hsa-mir-373,0.03766553703649132,0.029484404484404488
hsa-mir-365-2,0.0,0.0
hsa-mir-493,0.012001737808189422,0.008704055098742006
hsa-mir-376b,0.002777777777777778,0.0
hsa-mir-516b,0.0053475935828877,0.01948051948051948
hsa-mir-6785,0.0,0.0
hsa-mir-548o,0.0,0.0
hsa-mir-1262,0.0,0.0
hsa-mir-2681,0.0,0.0
hsa-mir-6742,0.0,0.0
hsa-mir-1205,0.00784313725490196,0.008888888888888889
hsa-mir-5191,0.0,0.0
hsa-mir-4772,0.0,0.0
hsa-mir-630,0.014590347923681258,0.01968253968253968
hsa-mir-3917,0.0,0.0
hsa-mir-633,0.0,0.0
hsa-mir-1183,0.0,0.0
hsa-mir-514b,0.0,0.0
hsa-mir-466f,0.0,0.0
hsa-mir-559,0.009090909090909092,0.0
hsa-mir-1260b,0.0,0.0044444444444444444
hsa-mir-4689,0.0,0.0
hsa-mir-1910,0.0,0.0
hsa-mir-4458,0.012987012987012986,0.006060606060606061
hsa-mir-603,0.005050505050505051,0.006172839506172839
hsa-mir-6807,0.0,0.0
hsa-mir-6499,0.0,0.0
hsa-mir-320e,0.0,0.0
hsa-mir-933,0.006993006993006993,0.006493506493506493
hsa-mir-1915,0.006493506493506493,0.0
hsa-mir-1301,0.03346090302612042,0.02345922998096911
hsa-mir-1305,0.0,0.0
hsa-mir-934,0.008333333333333333,0.0044444444444444444
hsa-mir-4793,0.0,0.0
hsa-mir-1-1,0.007407407407407407,0.008333333333333333
hsa-mir-142a,0.0,0.0
hsa-mir-4329,0.0,0.0
hsa-mir-6778,0.0,0.0
hsa-mir-2278,0.03333333333333333,0.03333333333333333
hsa-mir-4253,0.0,0.0
hsa-mir-199a-1,0.008333333333333333,0.009259259259259259
hsa-mir-4,0.0,0.0
hsa-mir-509-2,0.0,0.0
hsa-mir-4763,0.0,0.0
hsa-mir-6872,0.0,0.0
hsa-mir-105a,0.0,0.0
hsa-mir-4316,0.0,0.0
hsa-mir-4745,0.0,0.0
hsa-mir-193b-1,0.0,0.0
hsa-mir-655,0.024572649572649572,0.02162014230979748
hsa-mir-4444-2,0.0,0.0
hsa-mir-3176,0.0,0.0
hsa-mir-518,0.0,0.0
hsa-mir-450,0.0,0.0
hsa-mir-6511b-1,0.0,0.0
hsa-mir-605,0.006944444444444444,0.018795093795093795
hsa-mir-6756,0.0,0.0
hsa-mir-4694,0.0,0.0
EBV-mir-BART11,0.0,0.0
EBV-mir-BART17,0.0,0.0
EBV-miR-BART10,0.0,0.0
EBV-miR-BART22,0.0,0.0
EBV-miR-BART6,0.0,0.0
EBV-miR-BART5,0.0,0.0
HBV-miR-3,0.0,0.0
hsa-mir-100,0.03849936902815886,0.03578430169953448
hsa-mir-340,0.020558014219271822,0.021436961257933124
hsa-mir-135b,0.027433484031862892,0.024870442849894907
hsa-mir-92b,0.026284365002538838,0.040211886933564006
hsa-mir-409,0.008054421768707484,0.0029629629629629632
hsa-mir-107,0.023205139322246437,0.019600242187961484
hsa-mir-582,0.012915315117195373,0.009259259259259259
hsa-mir-101,0.018317503392130258,0.011556240369799691
hsa-mir-148b,0.036512254532447684,0.038262582213967174
hsa-mir-520a,0.028860028860028857,0.018518518518518517
hsa-mir-128,0.006918238993710692,0.0035645933014354066
hsa-mir-665,0.01775132275132275,0.014523809523809524
hsa-mir-497,0.046602780547734673,0.0425084396116563
hsa-mir-101a,0.0,0.0
hsa-mir-219,0.0,0.006734006734006734
hsa-mir-134,0.018623562787174593,0.017781546385277305
hsa-mir-873,0.015520282186948854,0.009259259259259259
hsa-mir-421,0.019086247086247086,0.011115990826135754
hsa-mir-770,0.0033333333333333335,0.0033333333333333335
hsa-mir-1290,0.020264259549973837,0.012698412698412698
hsa-mir-3916,0.0,0.0
hsa-mir-377,0.006944444444444444,0.00476421188630491
hsa-mir-484,0.009206349206349208,0.0035112035112035114
hsa-mir-454,0.020342434823714717,0.023154314820981486
hsa-mir-588,0.016842105263157894,0.016666666666666666
hsa-mir-942,0.008029878618113911,0.0031305114638447967
hsa-mir-1179,0.018614718614718615,0.011000000000000001
hsa-mir-125,0.0,0.0
hsa-mir-1247,0.03149540517961571,0.02447089947089947
hsa-mir-1299,0.005565217391304348,0.0030303030303030303
hsa-mir-3175,0.006060606060606061,0.0
hsa-mir-1277,0.0,0.0
hsa-mir-648,0.0,0.0
hsa-mir-156,0.0,0.0
hsa-mir-1254,0.018181818181818184,0.004784688995215311
hsa-mir-1306,0.07407407407407408,0.06666666666666667
hsa-mir-617,0.0,0.0
hsa-mir-562,0.016666666666666666,0.013333333333333334
hsa-mir-760,0.01895659099960175,0.013977072310405644
hsa-mir-6026,0.0,0.0
hsa-mir-162,0.0,0.0
hsa-mir-4680,0.0,0.0
hsa-mir-8881,0.0,0.0
hsa-mir-519d,0.03320313147899355,0.028439541342767147
hsa-mir-71,0.0,0.0
hsa-mir-750-1,0.0,0.0
hsa-mir-4284,0.01515151515151515,0.006493506493506493
hsa-mir-510,0.03333333333333333,0.026143790849673203
hsa-mir-5572,0.0,0.0
hsa-mir-70,0.0,0.0
hsa-let-7f,0.001466275659824047,0.0
hsa-mir-4435-2,0.0,0.0
hsa-mir-181a-1,0.006944444444444444,0.006944444444444444
hsa-mir-939,0.02148148148148148,0.009523809523809523
hsa-mir-61,0.0,0.0
hsa-mir-5695,0.0,0.0
hsa-mir-3688,0.0,0.0
hsa-mir-252,0.0,
hsa-let-7f-1,0.018750000000000003,0.011574074074074073
hsa-mir-38,0.0,0.0
hsa-mir-40,0.0,0.0
hsa-mir-75,0.0,0.0
hsa-mir-615,0.004858104858104857,0.003528225806451613
hsa-mir-190,0.005681818181818182,0.0
hsa-mir-208a,0.0018518518518518517,0.0026666666666666666
hsa-mir-4792,0.0,0.0
hsa-mir-344,0.0,0.0
hsa-mir-199,0.0,0.0
hsa-mir-18,0.0,0.0
hsa-mir-124a,0.0,0.0030303030303030303
hsa-mir-7a,0.0,0.0
hsa-mir-450a,0.005681818181818182,0.0
hsa-mir-345,0.037659532578231764,0.031731456731456734
hsa-mir-129-1,0.017169431875314226,0.00802469135802469
hsa-mir-2911,0.0,0.0
hsa-mir-198,0.041732979664014146,0.017893217893217895
hsa-mir-518f,0.012169312169312168,0.006666666666666667
hsa-mir-371,0.009090909090909092,0.0
hsa-mir-1227,0.0,0.0
hsa-mir-411,0.01874559548978154,0.013680609513942848
hsa-mir-42,0.0,0.0
hsa-mir-4655,0.0,0.0
hsa-mir-72,0.0,0.0
hsa-mir-944,0.02513227513227513,0.0154320987654321
hsa-let-7,0.0,0.0
hsa-mir-574,0.0008818342151675485,0.0009746588693957114
hsa-mir-6717,0.0,0.0
hsa-mir-190b,0.008888888888888889,0.0
hsa-mir-4293,0.0,0.0
hsa-mir-19b-1,0.009821428571428571,0.011144179894179894
hsa-mir-658,0.0101010101010101,0.0
hsa-mir-564,0.022023809523809525,0.015963203463203464
hsa-mir-921,0.0,0.0
hsa-mir-1293,0.0,0.0
hsa-mir-520d,0.02222222222222222,0.02222222222222222
hsa-mir-196a-2,0.0,0.0
hsa-mir-218-2,0.0,0.0
hsa-mir-26,0.0,0.0
hsa-mir-486a,0.0,0.0
hsa-mir-251,0.0,0.0
hsa-mir-879,0.0,0.0
hsa-mir-520b,0.022762345679012346,0.018440709617180206
hsa-mir-297,0.0,0.0
hsa-mir-1275,0.0072879330943847066,0.005555555555555556
hsa-mir-8485,0.0,0.0
hsa-mir-298,0.0,0.0
hsa-mir-362,0.023098655730234677,0.01690590111642743
hsa-mir-62,0.0,0.0
hsa-mir-2,0.0,0.0
hsa-mir-940,0.019896331738437002,0.012811037201281104
hsa-mir-9-2,0.0,0.0
hsa-mir-18b,0.04557178597779265,0.03501756066411239
hsa-mir-628,0.005050505050505051,0.005555555555555556
hsa-mir-504,0.012554112554112555,0.009523809523809523
hsa-mir-4787,0.0,0.0
hsa-mir-500b,0.0,0.0
hsa-mir-3,0.0,0.0
hsa-mir-33,0.0,0.0
hsa-mir-185a,0.0,0.0
hsa-mir-668,0.0,0.0
hsa-mir-351,0.0,0.0
hsa-let-7m,0.0,0.0
hsa-mir-485,0.007703081232492998,0.005177832919768404
hsa-mir-463,0.0,0.0
hsa-mir-735,0.0,0.0
hsa-mir-466b,0.0,0.0
hsa-mir-525,0.0,0.0
hsa-mir-1207,0.004730273752012882,0.0023148148148148147
hsa-mir-320c,0.0,0.0
hsa-mir-4463,0.0,0.0
hsa-mir-4701,0.0,0.0
hsa-mir-365a,0.012285012285012286,0.0
hsa-mir-467b,0.0,0.0
hsa-mir-467,0.0,0.0
hsa-mir-85,0.0,0.0
hsa-mir-148,0.0,0.0
hsa-mir-74a,0.0,0.0
hsa-mir-512,0.0,0.0
hsa-mir-758,0.007625272331154684,0.006349206349206349
hsa-mir-78,0.0,0.0
hsa-mir-607,0.0,0.0
hsa-mir-181a-2,0.015686340290276067,0.018434592227695674
hsa-mir-335,0.02897443840333646,0.023545156047108953
hsa-mir-35,0.0,0.0
hsa-mir-65,0.0,0.0
hsa-mir-20,0.0,0.0
hsa-mir-519c,0.0,0.0
hsa-mir-215,0.03200125491792158,0.023139323340936244
hsa-mir-7975,0.0,0.0
hsa-mir-4454,0.0,0.0
hsa-mir-1285,0.0,0.0
hsa-mir-614,0.0,0.0
hsa-mir-642a,0.002898550724637681,0.0033333333333333335
hsa-mir-1193,0.0,0.0
hsa-mir-449b,0.0016835016835016836,0.017656449553001278
hsa-mir-489,0.018665598638716918,0.011197398114960838
hsa-mir-548e,0.0,0.0
hsa-mir-159a,0.0,
hsa-mir-584,0.005263157894736842,0.00930115635997989
hsa-mir-219a,0.0,0.0
hsa-mir-544,0.013986013986013986,0.0
hsa-mir-23c,0.008333333333333333,0.0
hsa-mir-640,0.0,0.0
hsa-mir-708,0.01356278506101201,0.009259259259259259
hsa-mir-328a,0.0,0.0
hsa-mir-4523,0.0,0.0
hsa-mir-593,0.01503267973856209,0.0
hsa-mir-1224,0.02228132387706856,0.013333333333333334
hsa-mir-508,0.007319223985890652,0.0
hsa-mir-513a,0.0,0.0
hsa-mir-129-2,0.013986013986013986,0.0037878787878787876
hsa-mir-1291,0.0247953216374269,0.00392156862745098
hsa-mir-551a,0.0,0.0
hsa-mir-651,0.007575757575757575,0.0
hsa-mir-1226,0.0,0.0
hsa-mir-105,0.024242424242424242,0.0053475935828877
hsa-mir-526b,0.036375661375661374,0.026455026455026454
hsa-mir-618,0.007671957671957673,0.0
hsa-mir-5590,0.0,0.0
hsa-mir-5088,0.0,0.0
hsa-mir-6844,0.0,0.0
hsa-mir-4251,0.0,0.0
hsa-mir-4419a,0.0,0.0
hsa-mir-6791,0.0,0.0
hsa-mir-34,0.0,0.0
hsa-mir-371a,0.022678770504857462,0.014285714285714285
hsa-mir-71a,0.0,0.0
hsa-mir-2118,0.0,0.0
hsa-mir-1287,0.012857142857142855,0.0037037037037037034
hsa-mir-1245a,0.0,0.0
hsa-mir-448,0.014638447971781305,0.014583333333333334
hsa-mir-487a,0.009206349206349208,0.0
hsa-mir-183c,0.0,0.0
hsa-mir-462,0.0,0.0
hsa-mir-2392,0.0,0.0
hsa-mir-5787,0.0,0.0
hsa-mir-663a,0.027584090627568888,0.03577740647916086
hsa-mir-99b,0.02237620194276541,0.03329340412673746
hsa-mir-136,0.012920727572366918,0.007804739605505888
hsa-mir-542,0.002782608695652174,0.0019047619047619048
hsa-mir-1a,0.0,0.0
hsa-mir-731,0.0,0.0
hsa-mir-802,0.010666666666666666,0.005128205128205128
hsa-mir-430a,0.0,0.0
hsa-mir-430,0.0,0.0
hsa-mir-21b,0.0,0.0
hsa-mir-196b,0.03727936209944971,0.03755504345762429
hsa-mir-196,0.0,0.0
hsa-mir-422a,0.03368421052631579,0.019894179894179895
hsa-mir-1278,0.0,0.0
hsa-mir-346,0.0064516129032258064,0.0022222222222222222
hsa-mir-506,0.018267479333053102,0.009446185997910136
hsa-mir-339,0.03221844293272865,0.02377789279963193
hsa-mir-39,0.0,0.0
hsa-mir-1249,0.0031746031746031746,0.0
hsa-mir-6165,0.0,0.0
hsa-mir-8073,0.0,0.0
hsa-mir-6769b,0.0,0.0
hsa-mir-277,0.0,
hsa-mir-1233,0.0101010101010101,0.0
hsa-mir-188,0.0046345338983050845,0.0019667223614592035
hsa-mir-2861,0.014814814814814814,0.009523809523809523
hsa-mir-16-2,0.00392156862745098,0.0
hsa-mir-664a,0.004166666666666667,0.0
hsa-mir-23,0.0,0.0
hsa-mir-664,0.02097902097902098,0.012987012987012986
hsa-mir-37,0.0,0.0
hsa-mir-337,0.021236559139784946,0.03154253154253154
hsa-mir-296,0.007317438896386265,0.004095195991747716
hsa-mir-920,0.0,0.0
hsa-mir-384,0.017316017316017316,0.004132231404958678
hsa-mir-548x,0.0,0.0
hsa-mir-541,0.0,0.0
hsa-mir-487b,0.010606060606060607,0.012345679012345678
hsa-mir-3960,0.009090909090909092,0.0
hsa-mir-488,0.01015361952861953,0.015228560834789977
hsa-mir-450b,0.0,0.0
hsa-mir-4739,0.0,0.0
hsa-mir-636,0.00850793650793651,0.013445378151260505
hsa-mir-151b,0.0,0.0
hsa-mir-4833,0.0,0.0
hsa-mir-705,0.0,0.0
hsa-mir-5003,0.0,0.0
hsa-mir-1276,0.0,0.0
hsa-mir-1914,0.0,0.0
hsa-mir-1243,0.0,0.0
hsa-mir-467a,0.0,0.0
hsa-mir-8b,0.0,0.0
hsa-mir-6085,0.0,0.0
hsa-mir-2478,0.0,0.0
hsa-mir-92,0.00505050505050505,0.0
hsa-mir-2909,0.0,0.0
hsa-mir-563,0.0,0.0
hsa-mir-576,0.006269592476489028,0.0
hsa-mir-5196,0.0,0.0
hsa-mir-6780b,0.0,0.0
hsa-mir-6810,0.0,0.0
hsa-mir-3682,0.0,0.0
hsa-mir-652,0.004920634920634921,0.0
hsa-mir-135,0.0,0.0
hsa-mir-6884,0.0,0.0
hsa-mir-297b,0.0,0.0
hsa-mir-710,0.0,0.0
hsa-mir-4306,0.0,0.0
hsa-mir-376a,0.010822510822510822,0.005194805194805195
hsa-mir-661,0.03240740740740741,0.03306878306878307
hsa-mir-1587,0.0,0.0
hsa-mir-6838,0.0,0.0
hsa-mir-657,0.008333333333333333,0.0
hsa-let-7a-2,0.005050505050505051,0.005555555555555556
hsa-mir-634,0.019444444444444445,0.006172839506172839
